time,open,high,low,close,Volume
2025-03-19 14:00:00+00:00,19823.5,19900.0,19822.75,19848.0,118853
2025-03-19 14:30:00+00:00,19847.5,19866.0,19788.75,19798.25,89939
2025-03-19 15:00:00+00:00,19797.75,19883.75,19790.0,19874.75,85206
2025-03-19 15:30:00+00:00,19874.75,19937.25,19860.5,19920.25,67847
2025-03-19 16:00:00+00:00,19920.25,19933.0,19881.25,19905.25,55216
2025-03-19 16:30:00+00:00,19905.5,19909.0,19854.0,19875.0,50296
2025-03-19 17:00:00+00:00,19876.0,19885.5,19802.5,19806.25,55921
2025-03-19 17:30:00+00:00,19806.5,19850.25,19785.5,19806.0,49330
2025-03-19 18:00:00+00:00,19813.5,19928.0,19765.5,19870.0,120072
2025-03-19 18:30:00+00:00,19871.25,20029.75,19867.5,20024.25,133317
2025-03-19 19:00:00+00:00,20024.25,20142.25,19936.0,19956.0,146448
2025-03-19 19:30:00+00:00,19955.25,20058.25,19933.0,19953.0,119436
2025-03-19 20:00:00+00:00,19953.0,19981.5,19951.5,19969.25,16109
2025-03-20 13:30:00+00:00,19786.5,19941.25,19756.75,19934.0,181180
2025-03-20 14:00:00+00:00,19934.0,20086.25,19924.0,20055.0,167868
2025-03-20 14:30:00+00:00,20054.5,20105.0,20022.0,20042.5,123286
2025-03-20 15:00:00+00:00,20042.25,20063.75,20008.75,20031.25,93352
2025-03-20 15:30:00+00:00,20030.75,20055.75,19965.0,19986.25,104989
2025-03-20 16:00:00+00:00,19986.25,20039.5,19867.75,19880.5,121928
2025-03-20 16:30:00+00:00,19880.0,19920.75,19859.25,19876.0,95803
2025-03-20 17:00:00+00:00,19875.5,19942.25,19830.0,19830.75,88498
2025-03-20 17:30:00+00:00,19831.25,19904.25,19826.0,19848.25,84025
2025-03-20 18:00:00+00:00,19848.5,19899.0,19803.75,19807.75,75167
2025-03-20 18:30:00+00:00,19807.25,19885.0,19795.5,19819.5,81274
2025-03-20 19:00:00+00:00,19819.75,19898.5,19814.5,19833.0,71432
2025-03-20 19:30:00+00:00,19833.0,19921.25,19832.75,19881.5,90791
2025-03-20 20:00:00+00:00,19881.25,19911.5,19879.5,19905.25,11805
2025-03-21 13:30:00+00:00,19657.75,19752.5,19607.0,19718.75,217364
2025-03-21 14:00:00+00:00,19719.25,19773.0,19663.0,19744.75,168796
2025-03-21 14:30:00+00:00,19744.75,19796.25,19694.5,19793.25,122970
2025-03-21 15:00:00+00:00,19793.75,19811.75,19707.75,19716.25,104960
2025-03-21 15:30:00+00:00,19716.0,19748.75,19679.5,19712.25,98500
2025-03-21 16:00:00+00:00,19712.5,19867.75,19675.0,19845.5,122302
2025-03-21 16:30:00+00:00,19846.5,19896.0,19820.0,19895.25,94460
2025-03-21 17:00:00+00:00,19895.0,19895.25,19810.0,19821.75,75453
2025-03-21 17:30:00+00:00,19822.5,19900.75,19801.0,19857.75,69122
2025-03-21 18:00:00+00:00,19857.75,19878.75,19832.0,19841.5,57514
2025-03-21 18:30:00+00:00,19841.5,19888.0,19839.5,19859.25,52567
2025-03-21 19:00:00+00:00,19859.25,19863.0,19812.5,19840.75,61064
2025-03-21 19:30:00+00:00,19840.75,19973.25,19829.75,19952.75,83686
2025-03-21 20:00:00+00:00,19952.5,19971.5,19937.75,19955.5,20972
2025-03-24 13:30:00+00:00,20256.25,20338.5,20228.75,20315.25,188886
2025-03-24 14:00:00+00:00,20315.25,20347.5,20274.5,20339.0,119936
2025-03-24 14:30:00+00:00,20339.25,20359.5,20314.0,20349.0,88796
2025-03-24 15:00:00+00:00,20349.0,20371.0,20329.0,20355.5,62145
2025-03-24 15:30:00+00:00,20355.5,20360.5,20329.0,20355.0,57842
